trip_id,hotel_name,nights,rooms,check_in_time,check_out_time,hotel_per_room_usd,duration_hours,price,is_weekend_checkin,season,hotel_brand,hotel_city,log_price
489852-1eaf923a663647e5856f972ecc5d6382,Radisson  - los angeles,9,1,2023-03-20 11:00:00.000,2023-03-29 11:00:00,221,216.0,1989,0,Spring,Radisson ,Los Angeles,7.595889917718538
554507-5435f6122856432996045d0bb42349fa,NH Hotel  - new york,1,1,2023-07-01 12:34:58.890,2023-07-02 11:00:00,456,22.416975,456,1,Summer,NH Hotel ,New York,6.124683390894205
500972-e30f8f57812348a1a72443b908a01761,NH Hotel  - calgary,4,1,2023-03-13 16:12:25.965,2023-03-17 11:00:00,124,90.79278749999999,496,0,Spring,NH Hotel ,Calgary,6.208590026096629
553754-b691dc79a01c4c6ba7b8f9a90562eadd,Hilton - new york,5,1,2023-02-15 12:30:12.735,2023-02-20 11:00:00,57,118.4964625,285,0,Winter,Hilton,New York,5.655991810819852
691334-5f19253719d145d1b395b41077c3b987,Starwood  - calgary,2,1,2023-07-25 16:05:46.995,2023-07-27 11:00:00,199,42.9036125,398,0,Summer,Starwood ,Calgary,5.988961416889864
556824-91c69458ecb34573b9f7653e5a8f4123,Four Seasons - chicago,1,1,2023-04-05 15:28:04.890,2023-04-06 11:00:00,223,19.531975,223,0,Spring,Four Seasons,Chicago,5.4116460518550396
619520-f7a92fdb346140bc8f61865f6f74915d,NH Hotel  - indianapolis,1,2,2023-03-11 10:20:12.480,2023-03-12 11:00:00,62,24.6632,124,1,Spring,NH Hotel ,Indianapolis,4.8283137373023015
559324-b3288bbb3b4b40afa42cb5015bba9d0b,InterContinental  - san jose,2,1,2023-03-09 12:16:40.935,2023-03-11 11:00:00,187,46.721962500000004,374,0,Spring,InterContinental ,San Jose,5.926926025970411
547512-d05aeab7e1b74ca5938d62450ea79673,Starwood  - phoenix,5,1,2023-07-21 17:26:56.400,2023-07-26 11:00:00,221,113.55099999999999,1105,1,Summer,Starwood ,Phoenix,7.00850518208228
610395-c8908c05e49846d798f6e95a37cc635e,Shangri-La - chicago,4,1,2023-05-27 11:00:00.000,2023-05-31 11:00:00,107,96.0,428,1,Spring,Shangri-La,Chicago,6.061456918928017
432941-7e2ee5c87b3e456fb17f9c75605fc1f6,Extended Stay  - las vegas,9,2,2023-02-07 11:00:00.000,2023-02-16 11:00:00,133,216.0,2394,0,Winter,Extended Stay ,Las Vegas,7.781138509845015
519631-3a5ea15cab5a4889821b8c294a971fc6,Hilton - philadelphia,3,1,2023-03-23 14:03:34.875,2023-03-26 11:00:00,258,68.9403125,774,0,Spring,Hilton,Philadelphia,6.652863029353347
511772-2b3892af62a94676a2c9122422a33a1a,Banyan Tree  - new york,10,1,2023-01-15 14:29:05.775,2023-01-25 11:00:00,123,236.5150625,1230,1,Winter,Banyan Tree ,New York,7.115582126184454
661930-b103b8b0a5324361895076292d565266,Hyatt - new york,5,1,2023-06-11 11:00:00.000,2023-06-16 11:00:00,427,120.0,2135,1,Summer,Hyatt,New York,7.666690200080086
621607-f4c7414041274c80897c4d6422222877,Banyan Tree  - new york,6,1,2023-05-01 15:40:43.050,2023-05-07 11:00:00,183,139.321375,1098,0,Spring,Banyan Tree ,New York,7.002155954403621
512147-5db2dc5019e845249a987294d8bc58f6,Extended Stay  - boston,3,2,2023-01-09 11:00:00.000,2023-01-12 11:00:00,77,72.0,462,0,Winter,Extended Stay ,Boston,6.137727054086234
552904-2ef64a646e4b4939bacb950e6f135a67,Banyan Tree  - washington,3,2,2023-04-09 09:25:39.810,2023-04-12 11:00:00,132,73.572275,792,1,Spring,Banyan Tree ,Washington,6.675823221634848
581085-dd95da9a756c42029d5664c5a82aba85,NH Hotel  - columbus,2,1,2023-02-18 14:58:09.975,2023-02-20 11:00:00,135,44.030562499999995,270,1,Winter,NH Hotel ,Columbus,5.602118820879701
616518-94e7d5a6041a430c8ec664fb77ee639c,Rosewood - toronto,2,1,2023-03-12 14:42:32.580,2023-03-14 11:00:00,31,44.29095,62,1,Spring,Rosewood,Toronto,4.143134726391533
585722-6ee33f8fdbdc4b0ab6e37c7f8461de5a,Radisson  - vancouver,2,1,2023-05-10 11:00:00.000,2023-05-12 11:00:00,271,48.0,542,0,Spring,Radisson ,Vancouver,6.297109319933935
551967-5476fbb0a5394787a8858e28c638d9b4,Best Western - calgary,3,1,2023-04-14 15:13:11.730,2023-04-17 11:00:00,45,67.780075,135,1,Spring,Best Western,Calgary,4.912654885736052
566061-595e639f807d43d3b8d11f8631d11ba5,Aman Resorts - los angeles,2,1,2023-03-23 16:23:04.875,2023-03-25 11:00:00,67,42.6153125,134,0,Spring,Aman Resorts,Los Angeles,4.90527477843843
507133-32f0ec9f19a44d9dbef0d698709097ed,Best Western - chicago,2,2,2023-06-16 11:53:23.190,2023-06-18 11:00:00,103,47.110225,412,1,Summer,Best Western,Chicago,6.023447592961033
638565-28518593a3414f30a1c08859d7d4b6b5,Extended Stay  - oklahoma city,2,1,2023-03-31 13:23:21.255,2023-04-02 11:00:00,135,45.6107625,270,1,Spring,Extended Stay ,Oklahoma City,5.602118820879701
600011-366a6dfbcfb6422a995cdd2c77a83a25,Hyatt - los angeles,2,1,2023-03-27 13:58:03.945,2023-03-29 11:00:00,133,45.0322375,266,0,Spring,Hyatt,Los Angeles,5.58724865840025
502210-f0567e840a5840569d32e8b872f56442,Extended Stay  - new york,1,1,2023-01-24 13:42:03.690,2023-01-25 11:00:00,187,21.298975,187,0,Winter,Extended Stay ,New York,5.236441962829949
557055-50eb32c72c71409da86f0aa67f296f6f,Hilton - washington,4,2,2023-02-09 12:06:23.625,2023-02-13 11:00:00,137,94.8934375,1096,0,Winter,Hilton,Washington,7.00033446027523
521925-0d15fedbb86d40cca7f2926392fc262a,Extended Stay  - detroit,7,2,2023-04-21 11:00:00.000,2023-04-28 11:00:00,145,168.0,2030,1,Spring,Extended Stay ,Detroit,7.616283561580385
513628-5a4c722e1afc4eaeb6ffa9ae2a24899b,Rosewood - phoenix,5,1,2023-02-17 16:56:49.470,2023-02-22 11:00:00,264,114.052925,1320,1,Winter,Rosewood,Phoenix,7.186144304522325
562108-c3b9deb7dbec4f7ea9a7a0a32240bba8,Starwood  - dallas,7,2,2023-03-15 18:35:47.805,2023-03-22 11:00:00,206,160.40338749999998,2884,0,Spring,Starwood ,Dallas,7.9672801789422
497680-bd568ab657594c039be8809779317122,Four Seasons - los angeles,3,1,2023-04-01 13:57:24.300,2023-04-04 11:00:00,203,69.04325,609,1,Spring,Four Seasons,Los Angeles,6.413458957167357
613442-3c4694668d6649c6894fbd694847bb8c,Fairmont - new york,2,1,2023-06-25 11:00:00.000,2023-06-27 11:00:00,266,48.0,532,1,Summer,Fairmont,New York,6.278521424165844
541235-c22c58c9be10492abd7eb064c167f1d3,Best Western - edmonton,4,1,2023-02-11 11:55:58.935,2023-02-15 11:00:00,105,95.0669625,420,1,Winter,Best Western,Edmonton,6.042632833682381
458919-1518bb9bd11f4b82a911b9f6edb39cd0,Rosewood - new york,2,1,2023-01-18 21:57:17.775,2023-01-20 11:00:00,160,37.0450625,320,0,Winter,Rosewood,New York,5.771441123130016
539267-555587bc6ae9475ea9af929ddd0ec03d,Rosewood - new york,1,3,2023-03-22 09:11:17.745,2023-03-23 11:00:00,76,25.8117375,228,0,Spring,Rosewood,New York,5.43372200355424
565949-65cdb377855a4465b8c6bf4bc0e6f1d0,Banyan Tree  - calgary,5,1,2023-02-08 14:25:39.495,2023-02-13 11:00:00,242,116.5723625,1210,0,Winter,Banyan Tree ,Calgary,7.099201743553092
542805-5950a54d9b9f47d794df7e5f96f85017,Banyan Tree  - austin,7,1,2023-03-03 16:03:24.750,2023-03-10 11:00:00,164,162.943125,1148,1,Spring,Banyan Tree ,Austin,7.046647277848756
561519-9fa6fc062114485da3c534d645e76485,Fairmont - los angeles,18,3,2023-05-03 11:00:00.000,2023-05-21 11:00:00,259,432.0,13986,0,Spring,Fairmont,Los Angeles,9.545883605779304
562042-7ccf837d244148d98ac5fa316e7b5014,Shangri-La - new york,1,1,2023-02-13 19:05:43.980,2023-02-14 11:00:00,74,15.904449999999999,74,0,Winter,Shangri-La,New York,4.31748811353631
577851-790c787b16d64c0dbab83f9e2ae7cff9,Hyatt - chicago,17,1,2023-09-22 02:28:34.230,2023-10-09 11:00:00,63,416.523825,1071,1,Autumn,Hyatt,Chicago,6.977281341630747
512302-2d4b334f97e145e8b2af7681c40127be,Conrad  - chicago,3,1,2023-08-02 11:00:00.000,2023-08-05 11:00:00,128,72.0,384,0,Summer,Conrad ,Chicago,5.953243334287785
526367-8f5fa1f0c8d24f559af74ae70187114f,NH Hotel  - columbus,7,1,2023-02-18 11:59:31.425,2023-02-25 11:00:00,319,167.0079375,2233,1,Winter,NH Hotel ,Columbus,7.711548979629146
548504-ad2f25a6336b4ceb940b7b7796b44fb4,NH Hotel  - new york,3,1,2023-07-07 20:50:51.360,2023-07-10 11:00:00,97,62.15240000000001,291,1,Summer,NH Hotel ,New York,5.676753802268282
537317-29dc9bc0936f4672bdd9e5af4b8d6dc6,NH Hotel  - baltimore,2,2,2023-03-08 13:30:19.980,2023-03-10 11:00:00,91,45.49445,364,0,Spring,NH Hotel ,Baltimore,5.8998973535824915
514925-2adad75c6ad041c09df47ebecbeea978,Fairmont - dallas,12,1,2023-10-16 11:51:13.950,2023-10-28 11:00:00,152,287.14612500000004,1824,0,Autumn,Fairmont,Dallas,7.509335266016592
516004-751120f11b944843b624a39edfb6883d,Crowne Plaza - philadelphia,2,1,2023-02-25 14:03:34.875,2023-02-27 11:00:00,195,44.9403125,390,1,Winter,Crowne Plaza,Philadelphia,5.968707559985366
672468-dbe29efd6c4f4198a40a0a9b473b604d,Shangri-La - new york,3,1,2023-04-13 11:00:00.000,2023-04-16 11:00:00,169,72.0,507,0,Spring,Shangri-La,New York,6.230481447578482
546664-b7244ad936ae40bf8f796bbc8fd864a9,Wyndham - memphis,7,1,2023-07-29 17:33:11.160,2023-08-05 11:00:00,141,161.4469,987,1,Summer,Wyndham,Memphis,6.895682697747868
577180-2c91811baddf4eb29d2b2163cb59e3e4,Hilton - charlotte,13,1,2023-05-16 10:05:17.385,2023-05-29 11:00:00,107,312.9118375,1391,0,Spring,Hilton,Charlotte,7.238496840894365
607524-863ff155f61e44559d829cb2a1b5ddd8,NH Hotel  - chicago,20,1,2023-03-04 11:00:00.000,2023-03-24 11:00:00,253,480.0,5060,1,Spring,NH Hotel ,Chicago,8.529319371214077
524913-2e07788d5b5d44b8b1746bcddfba7558,Radisson  - san jose,8,3,2023-02-06 11:00:00.000,2023-02-14 11:00:00,409,192.0,9816,0,Winter,Radisson ,San Jose,9.191870855692521
550455-bbd55c4b9b554b6f8049ea7cb4f7b958,Best Western - seattle,2,1,2023-02-15 22:54:59.805,2023-02-17 11:00:00,58,36.0833875,116,0,Winter,Best Western,Seattle,4.762173934797756
587373-98751c4815f44b7a90a73410340be6f2,Hyatt - winnipeg,19,1,2023-04-02 11:00:00.000,2023-04-21 11:00:00,104,456.0,1976,1,Spring,Hyatt,Winnipeg,7.589335823170617
546972-e8ee1da681b543b7bcd0fab3947a2b8a,Accor - houston,0,1,2023-07-21 11:48:21.285,2023-07-21 11:00:00,70,-0.8059124999999999,0,1,Summer,Accor,Houston,0.0
558786-325f137a07fa46889d10300266a69160,Wyndham - chicago,1,1,2023-03-31 10:53:10.185,2023-04-01 11:00:00,180,24.1138375,180,1,Spring,Wyndham,Chicago,5.198497031265826
538388-3825fce0a51545ce90703c76b3c69179,Rosewood - houston,2,1,2023-05-11 19:39:12.690,2023-05-13 11:00:00,115,39.346475,230,0,Spring,Rosewood,Houston,5.442417710521793
499810-62b96759b2f543b18048321565b0fbe9,Wyndham - new york,11,1,2023-07-10 11:00:00.000,2023-07-21 11:00:00,150,264.0,1650,0,Summer,Wyndham,New York,7.409136443920128
601894-6df6f795ae944eb1b2043e4490fccc84,Shangri-La - fort worth,1,1,2023-03-16 11:49:54.570,2023-03-17 11:00:00,74,23.168174999999998,74,0,Spring,Shangri-La,Fort Worth,4.31748811353631
483603-863ed814e9ab4f649290ac37b66206f4,Marriott  - philadelphia,1,1,2023-03-30 10:11:17.745,2023-03-31 11:00:00,213,24.8117375,213,0,Spring,Marriott ,Philadelphia,5.365976015021851
489852-692de5ad7a634397a814be8301b82665,Conrad  - fort worth,3,2,2023-02-12 11:22:57.720,2023-02-15 11:00:00,92,71.6173,552,1,Winter,Conrad ,Fort Worth,6.315358001522335
578607-7bae93726b4c45a188a5fcce1bf84937,Wyndham - denver,3,1,2023-07-04 14:55:17.850,2023-07-07 11:00:00,155,68.078375,465,0,Summer,Wyndham,Denver,6.144185634125646
562648-8bc85dba2d234b678df9efb46a78db7f,Best Western - chicago,9,1,2023-07-02 10:23:21.255,2023-07-11 11:00:00,140,216.6107625,1260,1,Summer,Best Western,Chicago,7.139660335964919
538214-659bcd64bd37444fb8620577f481cd70,NH Hotel  - winnipeg,7,1,2023-05-13 11:00:00.000,2023-05-20 11:00:00,82,168.0,574,1,Spring,NH Hotel ,Winnipeg,6.354370040797351
613941-1d6270d9e4d5413a97c9efadba8a08dc,Best Western - el paso,2,1,2023-03-28 12:49:14.970,2023-03-30 11:00:00,136,46.179175,272,0,Spring,Best Western,El Paso,5.60947179518496
558513-5a2ff895aa274cf8b06a226762042e99,Four Seasons - new york,2,1,2023-06-06 09:53:14.145,2023-06-08 11:00:00,57,49.1127375,114,0,Summer,Four Seasons,New York,4.74493212836325
551217-d46b7ad5f0d84d7d8855baa5f25ea96c,Conrad  - san diego,10,1,2023-03-02 13:22:34.275,2023-03-12 11:00:00,83,237.62381249999999,830,0,Spring,Conrad ,San Diego,6.7226297948554485
417679-1af94940b9e549cbb74533b7316f9c41,Shangri-La - san francisco,3,1,2023-02-26 19:10:34.770,2023-03-01 11:00:00,115,63.823675,345,1,Winter,Shangri-La,San Francisco,5.846438775057724
554163-a3d0d72f9cad4f5da15bf4ba60da2682,Hilton - new york,2,1,2023-02-01 18:16:47.415,2023-02-03 11:00:00,134,40.7201625,268,0,Winter,Hilton,New York,5.594711379601839
529678-fbe82c0989024450a878285d981b27b6,Four Seasons - philadelphia,2,3,2023-03-27 17:39:43.560,2023-03-29 11:00:00,244,41.3379,1464,0,Spring,Four Seasons,Philadelphia,7.289610521451167
497042-2db9b8039305431bb18c53ca224a40e7,Best Western - toronto,2,1,2023-06-26 13:20:32.685,2023-06-28 11:00:00,103,45.6575875,206,0,Summer,Best Western,Toronto,5.332718793265369
517548-58afef9c3ba646f0857dd7ed5e1a7bba,Radisson  - baltimore,3,1,2023-01-20 16:22:09.165,2023-01-23 11:00:00,173,66.6307875,519,1,Winter,Radisson ,Baltimore,6.253828811575473
490671-db665509e38f4c3b947f834c48e5a8a4,Hyatt - chicago,5,1,2023-03-14 09:19:33.510,2023-03-19 11:00:00,217,121.674025,1085,0,Spring,Hyatt,Chicago,6.990256500493881
532347-e136e90d9cc34c8a9b79ae159f76a425,NH Hotel  - chicago,1,1,2023-07-12 15:21:26.415,2023-07-13 11:00:00,98,19.6426625,98,0,Summer,NH Hotel ,Chicago,4.59511985013459
557055-05876dac7f8744de85b1228695db2177,InterContinental  - portland,3,2,2023-03-11 13:04:32.565,2023-03-14 11:00:00,186,69.9242875,1116,1,Spring,InterContinental ,Portland,7.018401799069201
654259-bddf48220e654270b21443e04d23814c,Choice Hotels - el paso,2,1,2023-05-01 11:16:31.440,2023-05-03 11:00:00,90,47.7246,180,0,Spring,Choice Hotels,El Paso,5.198497031265826
619321-4a557494aff6416ba0a9e11c86276eb1,Rosewood - chicago,2,1,2023-03-20 10:57:23.580,2023-03-22 11:00:00,112,48.04345000000001,224,0,Spring,Rosewood,Chicago,5.41610040220442
521818-dd0f9c791dd14111ab1f8235a3a5cba5,Starwood  - baltimore,1,1,2023-01-20 10:44:33.270,2023-01-21 11:00:00,104,24.257424999999998,104,1,Winter,Starwood ,Baltimore,4.653960350157523
531884-c9dd1ef2931e4f02ac76fcb33fe0f07e,InterContinental  - winnipeg,1,1,2023-03-11 10:22:37.335,2023-03-12 11:00:00,203,24.6229625,203,1,Spring,InterContinental ,Winnipeg,5.318119993844216
558987-ea12152f0e104badbc4a401f80f48a0d,InterContinental  - dallas,5,1,2023-03-02 11:00:00.000,2023-03-07 11:00:00,115,120.0,575,0,Spring,InterContinental ,Dallas,6.3561076606958915
499028-54c6cffe11ca4db08f2ae81646cbe7ea,InterContinental  - boston,2,1,2023-03-15 19:38:31.380,2023-03-17 11:00:00,85,39.357949999999995,170,0,Spring,InterContinental ,Boston,5.14166355650266
663565-e8f5f6d3a4a34888b2a2eecc0d69a72b,Hyatt - philadelphia,19,2,2023-06-05 11:00:00.000,2023-06-24 11:00:00,365,456.0,13870,0,Summer,Hyatt,Philadelphia,9.53755560876329
542767-e60e3e8058394b42a0fdd6b05bc94e00,Conrad  - guangzhou,15,1,2023-10-05 09:05:16.440,2023-10-20 11:00:00,96,361.9121,1440,0,Autumn,Conrad ,Guangzhou,7.273092595999522
502412-3b5e3a16398f4eb0a059bdfe1d86c968,Extended Stay  - austin,5,1,2023-02-07 12:03:24.750,2023-02-12 11:00:00,91,118.943125,455,0,Winter,Extended Stay ,Austin,6.1224928095143865
511126-16b790a4029647359551ac3770d457f1,Banyan Tree  - phoenix,3,1,2023-02-24 16:38:55.770,2023-02-27 11:00:00,131,66.351175,393,1,Winter,Banyan Tree ,Phoenix,5.976350909297934
515051-11a4e7728c424bb6b555c773c6713556,Best Western - columbus,4,1,2023-05-21 12:21:57.960,2023-05-25 11:00:00,128,94.6339,512,1,Spring,Best Western,Columbus,6.240275845170769
533542-7898b5381324430ba5a85e57b477a1e5,Accor - new york,5,1,2023-06-14 16:30:41.760,2023-06-19 11:00:00,351,114.4884,1755,0,Summer,Accor,New York,7.470793774195062
634130-bf55e75fdf344da2bb94bd8bbd81f668,Accor - portland,8,2,2023-03-22 11:00:00.000,2023-03-30 11:00:00,293,192.0,4688,0,Spring,Accor,Portland,8.452974619089586
539936-6227541612e4421595cd1f3224ebb4cc,Choice Hotels - washington,3,2,2023-01-29 19:40:18.075,2023-02-01 11:00:00,94,63.328312499999996,564,1,Winter,Choice Hotels,Washington,6.336825731146441
520225-2ca7cf7952894d65a796787c8d7ec39d,Four Seasons - los angeles,0,1,2023-07-28 09:37:10.740,2023-07-28 11:00:00,185,1.38035,0,1,Summer,Four Seasons,Los Angeles,0.0
530277-89684f28f4184af4999bc38a6d4c612b,InterContinental  - new york,3,2,2023-02-25 18:03:24.750,2023-02-28 11:00:00,91,64.943125,546,1,Winter,InterContinental ,New York,6.304448802421981
590558-8adb25d481ef46c0930bb3b48e245bfe,InterContinental  - toronto,10,2,2023-02-24 11:00:00.000,2023-03-06 11:00:00,216,240.0,4320,1,Winter,InterContinental ,Toronto,8.371242135931933
520225-17a319efc75a40aa9d492053392fe6c4,Extended Stay  - houston,4,1,2023-01-20 15:16:18.300,2023-01-24 11:00:00,94,91.72825,376,1,Winter,Extended Stay ,Houston,5.932245187448011
549290-3370a3c906d84a0a8c68a3dc158018fd,Banyan Tree  - memphis,11,1,2023-02-06 11:00:00.000,2023-02-17 11:00:00,162,264.0,1782,0,Winter,Banyan Tree ,Memphis,7.48605261786314
615922-9ab225557c64419da98a63cd5476227f,InterContinental  - louisville,6,1,2023-03-06 11:00:00.000,2023-03-12 11:00:00,51,144.0,306,0,Spring,InterContinental ,Louisville,5.726847747587197
519848-95c5212c87634499a0e171af051f14dd,Extended Stay  - phoenix,1,3,2023-03-14 09:41:54.915,2023-03-15 11:00:00,385,25.3014125,1155,0,Spring,Extended Stay ,Phoenix,7.052721049232323
509098-2c1d6063aeb74e4485f462fd69abd5b5,Aman Resorts - toronto,7,1,2023-01-24 15:23:44.385,2023-01-31 11:00:00,64,163.60433749999999,448,0,Winter,Aman Resorts,Toronto,6.1070228877422545
517284-3100d1197db74db0a037754d11c09415,Aman Resorts - new york,2,1,2023-01-25 12:11:18.825,2023-01-27 11:00:00,150,46.8114375,300,0,Winter,Aman Resorts,New York,5.707110264748875
540244-164cdf5f5da0464483a432a6d3025344,Choice Hotels - phoenix,2,1,2023-04-07 13:23:16.935,2023-04-09 11:00:00,303,45.611962500000004,606,1,Spring,Choice Hotels,Phoenix,6.408528791059498
545109-8829e4360de04a7eba233b1462c2c8b6,Hilton - portland,2,1,2023-02-02 12:29:22.290,2023-02-04 11:00:00,189,46.510475,378,0,Winter,Hilton,Portland,5.937536205082426
520436-ce4a40b1fc514998ad3a8bf3918a1df8,Radisson  - vancouver,8,1,2023-06-28 12:33:56.925,2023-07-06 11:00:00,214,190.43418749999998,1712,0,Summer,Radisson ,Vancouver,7.44600149832412
516053-9c6e54b90f334bc4832851503ad7cd90,Conrad  - new york,4,1,2023-01-15 15:58:03.945,2023-01-19 11:00:00,82,91.0322375,328,1,Winter,Conrad ,New York,5.796057750765372
551488-69d5eb85ea564a579c5c1c136119ca33,Choice Hotels - fort worth,12,2,2023-04-21 11:00:00.000,2023-05-03 11:00:00,102,288.0,2448,1,Spring,Choice Hotels,Fort Worth,7.803435056952168
603278-39ede7da2b4c4518aae893e0bcc301d3,Conrad  - dallas,2,1,2023-04-03 18:04:50.430,2023-04-05 11:00:00,63,40.919325,126,0,Spring,Conrad ,Dallas,4.844187086458591
568716-c207d7404e8b475aac66f2374265deb1,NH Hotel  - houston,3,1,2023-06-23 17:20:52.125,2023-06-26 11:00:00,80,65.6521875,240,1,Summer,NH Hotel ,Houston,5.484796933490655
525804-1d61766de200424b988e6acf9d132e61,Wyndham - charlotte,2,1,2023-02-25 11:00:00.000,2023-02-27 11:00:00,60,48.0,120,1,Winter,Wyndham,Charlotte,4.795790545596741
530811-53f6ab50f71645f9944fc64b4bef3f85,Accor - los angeles,4,1,2023-02-10 11:00:00.000,2023-02-14 11:00:00,70,96.0,280,1,Winter,Accor,Los Angeles,5.638354669333745
686165-f0bf57b12ae64baaa8aedf464538e569,Rosewood - austin,4,1,2023-06-02 11:20:14.820,2023-06-06 11:00:00,219,95.66255,876,1,Summer,Rosewood,Austin,6.776506992372183
525168-ceeabc5a37734ebc833c03828e1c4110,Extended Stay  - houston,2,1,2023-02-03 13:34:20.415,2023-02-05 11:00:00,133,45.4276625,266,1,Winter,Extended Stay ,Houston,5.58724865840025
537373-4531da50cd874ac7baa9d698fbdd1f12,Extended Stay  - edmonton,8,1,2023-05-26 19:04:33.060,2023-06-03 11:00:00,157,183.92415,1256,1,Spring,Extended Stay ,Edmonton,7.136483208590247
671066-24c11277885142b8a8a399b0f75ba06f,Crowne Plaza - toronto,6,1,2023-05-31 09:51:44.640,2023-06-06 11:00:00,92,145.1376,552,0,Spring,Crowne Plaza,Toronto,6.315358001522335
424553-018b96ae2b0b413383595aef3c894f1d,Radisson  - boston,3,1,2023-05-23 11:00:00.000,2023-05-26 11:00:00,165,72.0,495,0,Spring,Radisson ,Boston,6.206575926724928
527109-692407c8f6674c0f87dab17e76d9f412,NH Hotel  - calgary,14,1,2023-07-16 12:21:47.925,2023-07-30 11:00:00,236,334.6366875,3304,1,Summer,NH Hotel ,Calgary,8.103191752285786
546127-54a7fab8a63049c7a40c02ca5d489f95,Starwood  - toronto,11,1,2023-06-05 09:42:32.580,2023-06-16 11:00:00,109,265.29095,1199,0,Summer,Starwood ,Toronto,7.090076835776092
675594-a3e4c7d30b3045118495bce03f0300a5,Rosewood - washington,5,1,2023-04-14 13:14:46.995,2023-04-19 11:00:00,44,117.7536125,220,1,Spring,Rosewood,Washington,5.3981627015177525
540656-418e1219c2a4432a8d889bfb717c9b76,Choice Hotels - new york,8,2,2023-01-24 11:00:00.000,2023-02-01 11:00:00,75,192.0,1200,0,Winter,Choice Hotels,New York,7.0909098220799835
527987-3ba7d46ca24142beb6e72e396bd25ead,Banyan Tree  - new york,1,1,2023-03-05 09:43:38.550,2023-03-06 11:00:00,86,25.272624999999998,86,1,Spring,Banyan Tree ,New York,4.465908118654584
516269-296a54676e2143ab81278fabf3213862,Rosewood - toronto,4,1,2023-07-23 21:25:44.040,2023-07-27 11:00:00,236,85.5711,944,1,Summer,Rosewood,Toronto,6.851184927493743
742639-acbd76960a7842d0973589bbf0443da9,Aman Resorts - new york,2,1,2023-07-25 11:00:00.000,2023-07-27 11:00:00,32,48.0,64,0,Summer,Aman Resorts,New York,4.174387269895637
549746-0aaf5c72fcdc4d2d824e5bdbec33cae0,Banyan Tree  - san jose,3,1,2023-04-10 14:05:57.660,2023-04-13 11:00:00,75,68.90065,225,0,Spring,Banyan Tree ,San Jose,5.420534999272286
534445-57ee2fee06474c9eb363970be9c26985,Wyndham - las vegas,1,2,2023-01-31 14:56:13.425,2023-02-01 11:00:00,105,20.0629375,210,0,Winter,Wyndham,Las Vegas,5.351858133476067
520436-9d10b3ac6b054a2eb2d0632720786387,Hilton - new york,1,1,2023-04-06 10:28:04.890,2023-04-07 11:00:00,100,24.531975,100,0,Spring,Hilton,New York,4.61512051684126
547070-68c9303ef3d64e06bca15c82116609f9,Four Seasons - los angeles,2,1,2023-04-04 11:46:05.655,2023-04-06 11:00:00,170,47.2317625,340,0,Spring,Four Seasons,Los Angeles,5.831882477283517
541001-a6c93ed2370947bf8a57b84d85f26c01,Choice Hotels - houston,3,1,2023-02-06 16:59:42.045,2023-02-09 11:00:00,141,66.0049875,423,0,Winter,Choice Hotels,Houston,6.049733455231958
565365-2164ac50eb074e32bf8b37a0699ac1f5,Wyndham - toronto,9,1,2023-02-11 16:40:12.720,2023-02-20 11:00:00,241,210.3298,2169,1,Winter,Wyndham,Toronto,7.682482446534506
547862-1ffd5d36c6264f2bb90019f78c6ac733,Rosewood - dallas,5,1,2023-04-28 15:29:35.610,2023-05-03 11:00:00,226,115.506775,1130,1,Spring,Rosewood,Dallas,7.030857476116121
515004-bb5b79b433824b11bb3f9c82f8c2ba52,Rosewood - new york,2,1,2023-05-25 14:02:06.675,2023-05-27 11:00:00,125,44.9648125,250,0,Spring,Rosewood,New York,5.5254529391317835
545226-b0b0753688c3499b957ad34837b78893,Banyan Tree  - montreal,22,1,2023-07-07 11:00:00.000,2023-07-29 11:00:00,54,528.0,1188,1,Summer,Banyan Tree ,Montreal,7.080867896690782
549367-3762779ba55441e2bbc52e7f3860b354,Extended Stay  - san antonio,5,1,2023-04-16 12:10:05.205,2023-04-21 11:00:00,140,118.8318875,700,1,Spring,Extended Stay ,San Antonio,6.55250788703459
584998-12630e250ef94be1ad86fdd84fa42b63,Starwood  - houston,4,1,2023-04-12 18:34:23.835,2023-04-16 11:00:00,131,88.4267125,524,0,Spring,Starwood ,Houston,6.263398262591624
628570-e270b0ee4bd94254b7504309f569cbe6,Rosewood - new york,1,1,2023-06-08 11:58:37.965,2023-06-09 11:00:00,200,23.0227875,200,0,Summer,Rosewood,New York,5.303304908059076
529695-fd904b80ba4644c68630a1eece8a097d,Rosewood - houston,2,3,2023-06-19 15:51:41.400,2023-06-21 11:00:00,102,43.1385,612,0,Summer,Rosewood,Houston,6.418364935936212
517803-9ba19a4af56046fc9e2ec1ff7504da84,Radisson  - seattle,5,1,2023-03-23 16:55:55.155,2023-03-28 11:00:00,77,114.0680125,385,0,Spring,Radisson ,Seattle,5.955837369464831
610482-0133a330407e4242a0154f3d10049e21,Accor - detroit,1,1,2023-02-27 12:55:19.875,2023-02-28 11:00:00,197,22.0778125,197,0,Winter,Accor,Detroit,5.288267030694535
742639-a21ab97e0c3b404bbd3a3dec592d8994,Banyan Tree  - montreal,3,2,2023-06-26 19:52:53.310,2023-06-29 11:00:00,47,63.118525,282,0,Summer,Banyan Tree ,Montreal,5.645446897643238
